Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Format,Category,Type
AE Knight (ENG),1904-1904,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
DJ Knight (ENG),1921-1921,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
CM Kuggeleijn (NZ),1988-1988,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
HG Kuhn (SA),2017-2017,4,8,1,1,0,0,1,1 (1ct 0st),0.125,TEST,Fielding,Fielding
AP Kuiper (SA),1992-1992,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
NM Kulkarni (INDIA),1997-2001,3,3,1,1,0,0,1,1 (1ct 0st),0.3329999999999999,TEST,Fielding,Fielding
RR Kulkarni (INDIA),1986-1987,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
DSBP Kuruppu (SL),1987-1991,4,6,1,1,0,1,0,1 (1ct 0st),0.166,TEST,Fielding,Fielding
MKGCP Lakshitha (SL),2002-2002,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
Lall Singh (INDIA),1932-1932,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
SG Law (AUS),1995-1995,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
PK Lee (AUS),1931-1933,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
GB Legge (ENG),1927-1930,5,8,1,1,0,0,1,1 (1ct 0st),0.125,TEST,Fielding,Fielding
CFH Leslie (ENG),1882-1883,4,8,1,1,0,0,1,1 (1ct 0st),0.125,TEST,Fielding,Fielding
HDG Leveson Gower (ENG),1910-1910,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
SH Lewis (WI),2018-2018,2,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
Liaqat Ali (PAK),1975-1978,5,7,1,1,0,0,1,1 (1ct 0st),0.142,TEST,Fielding,Fielding
GFJ Liebenberg (SA),1998-1998,5,10,1,1,0,0,1,1 (1ct 0st),0.1,TEST,Fielding,Fielding
James Lillywhite jnr (ENG),1877-1877,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
NV Lindsay (SA),1921-1921,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
WVS Ling (SA),1921-1923,6,12,1,1,0,0,1,1 (1ct 0st),0.083,TEST,Fielding,Fielding
AF Lissette (NZ),1956-1956,2,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
KS Lokuarachchi (SL),2003-2004,4,7,1,1,0,0,1,1 (1ct 0st),0.142,TEST,Fielding,Fielding
AP Lucas (ENG),1879-1884,5,9,1,1,0,0,1,1 (1ct 0st),0.111,TEST,Fielding,Fielding
MJ McCague (ENG),1993-1994,3,5,1,1,0,0,1,1 (1ct 0st),0.2,TEST,Fielding,Fielding
CP McGahey (ENG),1902-1902,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
J McIlwraith (AUS),1886-1886,1,1,1,1,0,0,1,1 (1ct 0st),1.0,TEST,Fielding,Fielding
CJ McKay (AUS),2009-2009,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
AH McKinnon (SA),1960-1967,8,16,1,1,0,0,1,1 (1ct 0st),0.062,TEST,Fielding,Fielding
TN Madondo (ZIM),1998-2000,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
NB Mahwire (ZIM),2002-2005,10,15,1,1,0,0,1,1 (1ct 0st),0.066,TEST,Fielding,Fielding
A Maregwede (ZIM),2004-2004,2,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
CS Marriott (ENG),1933-1933,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
HJH Marshall (NZ),2000-2006,13,23,1,1,0,0,1,1 (1ct 0st),0.043,TEST,Fielding,Fielding
RE Marshall (WI),1951-1952,4,8,1,1,0,0,1,1 (1ct 0st),0.125,TEST,Fielding,Fielding
T Maruma (ZIM),2013-2013,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
WP Masakadza (ZIM),2018-2018,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
RAL Massie (AUS),1972-1973,6,12,1,1,0,0,1,1 (1ct 0st),0.083,TEST,Fielding,Fielding
ADG Matthews (ENG),1937-1937,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
CD Matthews (AUS),1986-1988,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
W Mead (ENG),1899-1899,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
KR Meherhomji (INDIA),1936-1936,1,1,1,1,0,1,0,1 (1ct 0st),1.0,TEST,Fielding,Fielding
VL Mehra (INDIA),1955-1964,8,16,1,1,0,0,1,1 (1ct 0st),0.062,TEST,Fielding,Fielding
CA Merry (WI),1933-1933,2,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
KD Meuleman (AUS),1946-1946,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
PL Mhambrey (INDIA),1996-1996,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
J Middleton (SA),1896-1902,6,11,1,1,0,0,1,1 (1ct 0st),0.09,TEST,Fielding,Fielding
LSM Miller (NZ),1953-1958,13,20,1,1,0,0,1,1 (1ct 0st),0.05,TEST,Fielding,Fielding
FW Milligan (ENG),1899-1899,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
CH Mills (SA),1892-1892,1,1,1,1,0,0,1,1 (1ct 0st),1.0,TEST,Fielding,Fielding
JE Mills (NZ),1930-1933,7,10,1,1,0,0,1,1 (1ct 0st),0.1,TEST,Fielding,Fielding
TB Mitchell (ENG),1933-1935,5,9,1,1,0,0,1,1 (1ct 0st),0.111,TEST,Fielding,Fielding
Mohammad Ayub (PAK),2012-2012,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
Mohammad Farooq (PAK),1960-1965,7,11,1,1,0,0,1,1 (1ct 0st),0.09,TEST,Fielding,Fielding
Mohammad Hussain (PAK),1996-1998,2,3,1,1,0,0,1,1 (1ct 0st),0.3329999999999999,TEST,Fielding,Fielding
Mohammad Ramzan (PAK),1997-1997,1,1,1,1,0,0,1,1 (1ct 0st),1.0,TEST,Fielding,Fielding
Mohammad Talha (PAK),2009-2014,4,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
D Mohammed (WI),2004-2006,5,10,1,1,0,0,1,1 (1ct 0st),0.1,TEST,Fielding,Fielding
AW Mold (ENG),1893-1893,3,5,1,1,0,0,1,1 (1ct 0st),0.2,TEST,Fielding,Fielding
BD Morrison (NZ),1963-1963,1,1,1,1,0,0,1,1 (1ct 0st),1.0,TEST,Fielding,Fielding
EA Moseley (WI),1990-1990,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
H Moses (AUS),1887-1895,6,12,1,1,0,0,1,1 (1ct 0st),0.083,TEST,Fielding,Fielding
AE Moss (ENG),1954-1960,9,17,1,1,0,0,1,1 (1ct 0st),0.0579999999999999,TEST,Fielding,Fielding
WH Moule (AUS),1880-1880,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
Mufasir-ul-Haq (PAK),1965-1965,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
CT Mumba (ZIM),2016-2016,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
Munir Malik (PAK),1959-1962,3,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
Mustafizur Rahman (BDESH),2015-2019,13,21,1,1,0,0,1,1 (1ct 0st),0.047,TEST,Fielding,Fielding
S Nadeem (INDIA),2019-2019,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
Nasir Jamshed (PAK),2013-2013,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
JG Navle (INDIA),1932-1933,2,4,1,1,0,1,0,1 (1ct 0st),0.25,TEST,Fielding,Fielding
SV Nayak (INDIA),1982-1982,2,3,1,1,0,0,1,1 (1ct 0st),0.3329999999999999,TEST,Fielding,Fielding
Nayeem Hasan (BDESH),2018-2019,4,7,1,1,0,0,1,1 (1ct 0st),0.142,TEST,Fielding,Fielding
Nazimuddin (BDESH),2011-2012,3,5,1,1,0,0,1,1 (1ct 0st),0.2,TEST,Fielding,Fielding
N Ncube (ZIM),2011-2011,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
JD Nel (SA),1949-1957,6,10,1,1,0,0,1,1 (1ct 0st),0.1,TEST,Fielding,Fielding
PJ Newport (ENG),1988-1991,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
M Ngam (SA),2000-2001,3,5,1,1,0,0,1,1 (1ct 0st),0.2,TEST,Fielding,Fielding
Niaz Ahmed (PAK),1967-1969,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
G Noblet (AUS),1950-1953,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
AL Ochse (SA),1928-1929,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
JL Ontong (SA),2002-2004,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
C Overton (ENG),2017-2019,4,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
GWF Overton (NZ),1953-1954,3,5,1,1,0,0,1,1 (1ct 0st),0.2,TEST,Fielding,Fielding
AW Palm (SA),1927-1928,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
BA Parchment (WI),2008-2008,2,3,1,1,0,0,1,1 (1ct 0st),0.3329999999999999,TEST,Fielding,Fielding
GAHM Parkar (INDIA),1982-1982,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
DC Parkin (SA),1892-1892,1,1,1,1,0,0,1,1 (1ct 0st),1.0,TEST,Fielding,Fielding
NT Pascal (WI),2010-2010,2,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
RGM Patel (INDIA),1988-1988,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
SR Patil (INDIA),1955-1955,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
SG Peall (ZIM),1993-1994,4,7,1,1,0,0,1,1 (1ct 0st),0.142,TEST,Fielding,Fielding
COC Pearse (SA),1910-1911,3,5,1,1,0,0,1,1 (1ct 0st),0.2,TEST,Fielding,Fielding
ASA Perera (SL),1998-2001,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
NLTC Perera (SL),2011-2012,6,9,1,1,0,0,1,1 (1ct 0st),0.111,TEST,Fielding,Fielding
RTD Perks (ENG),1939-1939,2,3,1,1,0,0,1,1 (1ct 0st),0.3329999999999999,TEST,Fielding,Fielding
NO Perry (WI),1999-1999,4,7,1,1,0,0,1,1 (1ct 0st),0.142,TEST,Fielding,Fielding
OJ Phillips (WI),2009-2009,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
CJ Poole (ENG),1951-1952,3,5,1,1,0,0,1,1 (1ct 0st),0.2,TEST,Fielding,Fielding
MB Poore (NZ),1953-1956,14,20,1,1,0,0,1,1 (1ct 0st),0.05,TEST,Fielding,Fielding
RL Powell (WI),1999-2004,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
D Pretorius (SA),2019-2019,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
N Puna (NZ),1966-1966,3,5,1,1,0,0,1,1 (1ct 0st),0.2,TEST,Fielding,Fielding
NA Quinn (SA),1929-1932,12,19,1,1,0,0,1,1 (1ct 0st),0.052,TEST,Fielding,Fielding
LS Rajput (INDIA),1985-1985,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
L Ramji (INDIA),1933-1933,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
KM Rangnekar (INDIA),1947-1948,3,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
VB Ranjane (INDIA),1958-1964,7,14,1,1,0,0,1,1 (1ct 0st),0.071,TEST,Fielding,Fielding
Ranjan Das (BDESH),2000-2000,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
JR Ratnayeke (SL),1982-1989,22,32,1,1,0,0,1,1 (1ct 0st),0.031,TEST,Fielding,Fielding
JC Reedman (AUS),1894-1894,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
DA Reeve (ENG),1992-1992,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
MR Rege (INDIA),1949-1949,1,1,1,1,0,0,1,1 (1ct 0st),1.0,TEST,Fielding,Fielding
SF Rehman (PAK),1958-1958,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
JA Rennie (ZIM),1993-1997,4,8,1,1,0,0,1,1 (1ct 0st),0.125,TEST,Fielding,Fielding
AJ Richardson (AUS),1924-1926,9,14,1,1,0,0,1,1 (1ct 0st),0.071,TEST,Fielding,Fielding
DW Richardson (ENG),1957-1957,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
GR Robertson (AUS),1998-1998,4,7,1,1,0,0,1,1 (1ct 0st),0.142,TEST,Fielding,Fielding
RH Robinson (AUS),1936-1936,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
BG Rogers (ZIM),2005-2005,4,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
CF Root (ENG),1926-1926,3,3,1,1,0,0,1,1 (1ct 0st),0.3329999999999999,TEST,Fielding,Fielding
GF Rorke (AUS),1959-1959,4,8,1,1,0,0,1,1 (1ct 0st),0.125,TEST,Fielding,Fielding
CG Rowe (NZ),1946-1946,1,1,1,1,0,0,1,1 (1ct 0st),1.0,TEST,Fielding,Fielding
JJ Roy (ENG),2019-2019,5,10,1,1,0,0,1,1 (1ct 0st),0.1,TEST,Fielding,Fielding
P Roy (INDIA),1982-1982,2,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
AD Russell (WI),2010-2010,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
MJ Saggers (ENG),2003-2004,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
SV Samuelson (SA),1910-1910,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
BS Sandhu (INDIA),1983-1983,8,11,1,1,0,0,1,1 (1ct 0st),0.09,TEST,Fielding,Fielding
Sanwar Hossain (BDESH),2001-2003,9,11,1,1,0,0,1,1 (1ct 0st),0.09,TEST,Fielding,Fielding
Sarandeep Singh (INDIA),2000-2002,3,5,1,1,0,0,1,1 (1ct 0st),0.2,TEST,Fielding,Fielding
CJ Sayers (AUS),2018-2018,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
AW Seccull (SA),1896-1896,1,1,1,1,0,0,1,1 (1ct 0st),1.0,TEST,Fielding,Fielding
J Selby (ENG),1877-1882,6,11,1,1,0,1,0,1 (1ct 0st),0.09,TEST,Fielding,Fielding
RHD Sellers (AUS),1964-1964,1,1,1,1,0,0,1,1 (1ct 0st),1.0,TEST,Fielding,Fielding
MWW Selvey (ENG),1976-1977,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
SMSM Senanayake (SL),2013-2014,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
D Shackleton (ENG),1950-1963,7,13,1,1,0,0,1,1 (1ct 0st),0.076,TEST,Fielding,Fielding
Shadab Khan (PAK),2017-2019,5,9,1,1,0,0,1,1 (1ct 0st),0.111,TEST,Fielding,Fielding
Shahriar Hossain (BDESH),2000-2004,3,5,1,0,1,0,0,1 (0ct 1st),0.2,TEST,Fielding,Fielding
Shakeel Ahmed snr (PAK),1998-1998,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
MD Shanaka (SL),2016-2017,3,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
AK Sharma (INDIA),1988-1988,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
PH Sharma (INDIA),1974-1977,5,7,1,1,0,0,1,1 (1ct 0st),0.142,TEST,Fielding,Fielding
SK Sharma (INDIA),1988-1990,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
J Sharp (ENG),1909-1909,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
IT Shillingford (WI),1977-1978,4,8,1,1,0,0,1,1 (1ct 0st),0.125,TEST,Fielding,Fielding
RH Shodhan (INDIA),1952-1953,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
K Shuttleworth (ENG),1970-1971,5,9,1,1,0,0,1,1 (1ct 0st),0.111,TEST,Fielding,Fielding
IR Siddiqui (INDIA),2001-2001,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
KJ Silva (SL),1995-1998,7,12,1,1,0,0,1,1 (1ct 0st),0.083,TEST,Fielding,Fielding
GHT Simpson-Hayward (ENG),1910-1910,5,10,1,1,0,0,1,1 (1ct 0st),0.1,TEST,Fielding,Fielding
IM Sinclair (NZ),1956-1956,2,3,1,1,0,0,1,1 (1ct 0st),0.3329999999999999,TEST,Fielding,Fielding
R Singh (INDIA),1999-1999,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
VRV Singh (INDIA),2006-2007,5,10,1,1,0,0,1,1 (1ct 0st),0.1,TEST,Fielding,Fielding
CIJ Smith (ENG),1935-1937,5,9,1,1,0,0,1,1 (1ct 0st),0.111,TEST,Fielding,Fielding
D Smith (ENG),1935-1935,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
FB Smith (NZ),1947-1952,4,7,1,1,0,0,1,1 (1ct 0st),0.142,TEST,Fielding,Fielding
H Smith (ENG),1928-1928,1,2,1,1,0,1,0,1 (1ct 0st),0.5,TEST,Fielding,Fielding
SB Smith (AUS),1984-1984,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
TPB Smith (ENG),1946-1947,4,5,1,1,0,0,1,1 (1ct 0st),0.2,TEST,Fielding,Fielding
RP Snell (SA),1992-1994,5,9,1,1,0,0,1,1 (1ct 0st),0.111,TEST,Fielding,Fielding
WRT Solomon (SA),1899-1899,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
WH St Hill (WI),1928-1930,3,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
DA Stirling (NZ),1984-1986,6,11,1,1,0,0,1,1 (1ct 0st),0.09,TEST,Fielding,Fielding
MD Stoneman (ENG),2017-2018,11,19,1,1,0,0,1,1 (1ct 0st),0.052,TEST,Fielding,Fielding
GB Street (ENG),1923-1923,1,1,1,0,1,0,0,1 (0ct 1st),1.0,TEST,Fielding,Fielding
PC Strydom (SA),2000-2000,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
MJ Susskind (SA),1924-1924,5,5,1,1,0,0,1,1 (1ct 0st),0.2,TEST,Fielding,Fielding
SW Tait (AUS),2005-2008,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
Talha Jubair (BDESH),2002-2004,7,9,1,1,0,0,1,1 (1ct 0st),0.111,TEST,Fielding,Fielding
Tanvir Ahmed (PAK),2010-2013,5,10,1,1,0,0,1,1 (1ct 0st),0.1,TEST,Fielding,Fielding
GL Tapscott (SA),1913-1913,1,1,1,1,0,0,1,1 (1ct 0st),1.0,TEST,Fielding,Fielding
Tareq Aziz (BDESH),2004-2004,3,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
Taskin Ahmed (BDESH),2017-2017,5,10,1,1,0,0,1,1 (1ct 0st),0.1,TEST,Fielding,Fielding
K Taylor (ENG),1959-1964,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
LB Taylor (ENG),1985-1985,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
G Thornton (SA),1902-1902,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
DCH Townsend (ENG),1935-1935,3,5,1,1,0,0,1,1 (1ct 0st),0.2,TEST,Fielding,Fielding
JPF Travers (AUS),1902-1902,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
PB Truscott (NZ),1965-1965,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
LL Tsotsobe (SA),2010-2011,5,9,1,1,0,0,1,1 (1ct 0st),0.111,TEST,Fielding,Fielding
NC Tufnell (ENG),1910-1910,1,2,1,0,1,0,0,1 (0ct 1st),0.5,TEST,Fielding,Fielding
MJL Turnbull (ENG),1930-1936,9,17,1,1,0,0,1,1 (1ct 0st),0.0579999999999999,TEST,Fielding,Fielding
Tushar Imran (BDESH),2002-2007,5,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
RK Tyldesley (ENG),1924-1930,7,11,1,1,0,0,1,1 (1ct 0st),0.09,TEST,Fielding,Fielding
SD Udal (ENG),2005-2006,4,7,1,1,0,0,1,1 (1ct 0st),0.142,TEST,Fielding,Fielding
Umar Amin (PAK),2010-2010,4,8,1,1,0,0,1,1 (1ct 0st),0.125,TEST,Fielding,Fielding
PGV van der Bijl (SA),1938-1939,5,8,1,1,0,0,1,1 (1ct 0st),0.125,TEST,Fielding,Fielding
HE van der Dussen (SA),2019-2019,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
M Venkataramana (INDIA),1989-1989,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
GH Vihari (INDIA),2018-2019,7,14,1,1,0,0,1,1 (1ct 0st),0.071,TEST,Fielding,Fielding
DP Viljoen (ZIM),1998-2000,2,3,1,1,0,0,1,1 (1ct 0st),0.3329999999999999,TEST,Fielding,Fielding
CH Vintcent (SA),1889-1892,3,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
Vizianagram (INDIA),1936-1936,3,5,1,1,0,0,1,1 (1ct 0st),0.2,TEST,Fielding,Fielding
A Waddington (ENG),1920-1921,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
MG Waite (AUS),1938-1938,2,3,1,1,0,0,1,1 (1ct 0st),0.3329999999999999,TEST,Fielding,Fielding
AC Waller (ZIM),1996-1996,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
A Ward (ENG),1893-1895,7,13,1,1,0,0,1,1 (1ct 0st),0.076,TEST,Fielding,Fielding
FA Ward (AUS),1936-1938,4,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
IJ Ward (ENG),2001-2001,5,9,1,1,0,0,1,1 (1ct 0st),0.111,TEST,Fielding,Fielding
A Warren (ENG),1905-1905,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
AS Wassan (INDIA),1990-1990,4,7,1,1,0,0,1,1 (1ct 0st),0.142,TEST,Fielding,Fielding
SL Watkin (ENG),1991-1993,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
JR Watkins (AUS),1973-1973,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
M Watkinson (ENG),1995-1996,4,7,1,1,0,0,1,1 (1ct 0st),0.142,TEST,Fielding,Fielding
CD Watson (WI),1960-1962,7,14,1,1,0,0,1,1 (1ct 0st),0.071,TEST,Fielding,Fielding
GD Watson (AUS),1966-1972,5,9,1,1,0,0,1,1 (1ct 0st),0.111,TEST,Fielding,Fielding
S Wazir Ali (INDIA),1932-1936,7,13,1,1,0,0,1,1 (1ct 0st),0.076,TEST,Fielding,Fielding
C Wesley (SA),1960-1960,3,5,1,1,0,0,1,1 (1ct 0st),0.2,TEST,Fielding,Fielding
T Westley (ENG),2017-2017,5,10,1,1,0,0,1,1 (1ct 0st),0.1,TEST,Fielding,Fielding
JJ Whitaker (ENG),1986-1986,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
AW White (WI),1965-1965,2,3,1,1,0,0,1,1 (1ct 0st),0.3329999999999999,TEST,Fielding,Fielding
CL White (AUS),2008-2008,4,8,1,1,0,0,1,1 (1ct 0st),0.125,TEST,Fielding,Fielding
RGCE Wijesuriya (SL),1982-1985,4,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
D Wilson (ENG),1964-1971,6,12,1,1,0,0,1,1 (1ct 0st),0.083,TEST,Fielding,Fielding
PL Winslow (SA),1950-1955,5,8,1,1,0,0,1,1 (1ct 0st),0.125,TEST,Fielding,Fielding
AJ Woodcock (AUS),1974-1974,1,2,1,1,0,0,1,1 (1ct 0st),0.5,TEST,Fielding,Fielding
J Yadav (INDIA),2016-2017,4,8,1,1,0,0,1,1 (1ct 0st),0.125,TEST,Fielding,Fielding
T Yohannan (INDIA),2001-2002,3,6,1,1,0,0,1,1 (1ct 0st),0.166,TEST,Fielding,Fielding
HI Young (ENG),1899-1899,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
Zahoor Elahi (PAK),1996-1996,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
Zakir Khan (PAK),1986-1989,2,4,1,1,0,0,1,1 (1ct 0st),0.25,TEST,Fielding,Fielding
M Zondeki (SA),2003-2008,6,11,1,1,0,0,1,1 (1ct 0st),0.09,TEST,Fielding,Fielding
Abdur Rauf (PAK),2009-2009,3,6,0,0,0,0,0,0,0.0,TEST,Fielding,Fielding
Abid Ali (PAK),2019-2019,2,3,0,0,0,0,0,0,0.0,TEST,Fielding,Fielding
CA Absolom (ENG),1879-1879,1,2,0,0,0,0,0,0,0.0,TEST,Fielding,Fielding
Aftab Baloch (PAK),1969-1975,2,4,0,0,0,0,0,0,0.0,TEST,Fielding,Fielding
U Afzaal (ENG),2001-2001,3,4,0,0,0,0,0,0,0.0,TEST,Fielding,Fielding
AC Agar (AUS),2013-2017,4,8,0,0,0,0,0,0,0.0,TEST,Fielding,Fielding
Agha Zahid (PAK),1975-1975,1,2,0,0,0,0,0,0,0.0,TEST,Fielding,Fielding
JP Agnew (ENG),1984-1985,3,6,0,0,0,0,0,0,0.0,TEST,Fielding,Fielding
Alamgir Kabir (BDESH),2002-2004,3,4,0,0,0,0,0,0,0.0,TEST,Fielding,Fielding
HH Alexander (AUS),1933-1933,1,2,0,0,0,0,0,0,0.0,TEST,Fielding,Fielding
